company,Founded Date,website,Headquarters Location,Industry Groups,Industries,CB Rank (Company),Full Description,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),Number of Founders,Number of Employees,IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,NA Count,age,founding_year,org_uuid,already_scraped,snapshot_in_window
Departmynt,2020-01-01,https://www.departmynt.co/,"Dallas, Texas, United States","Clothing and Apparel, Commerce and Shopping, Design","E-Commerce, Fashion, Retail, Shopping",1089103.0,Departmynt alleviates shopping frustration by matching women with clothing picked especially for Her through our app.,101-250,1.0,Seed,2020-09-28,0.0,Seed,0.0,1.0,101-250,Private,,,,,,2,4,2020,53635,False,False
DIGICA,2019-10-01,https://digica.io/,"La Crescenta, California, United States","Advertising, Information Technology, Internet Services, Sales and Marketing, Software","Affiliate Marketing, Content Marketing, Digital Marketing, Email Marketing, Information Technology, Internet, Software",1377039.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2019,60340,False,False
Paylixr,2020-03-01,https://paylixr.com,"Berkeley, California, United States",Software,Software,362334.0,,11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,4,2020,32100,False,False
Tradescoop,2021-01-01,https://tradescoop.io,"Atlanta, Georgia, United States","Financial Services, Information Technology, Internet Services, Media and Entertainment","FinTech, Information Technology, Internet, Social Media",786847.0,"Instead of giving financial advice, Tradescoop connects you with traders and investors with a proven track record of sharing profitable ideas, including full visibility into their track records. When they win, you see it. When they lose, which happens, we don’t hide it, because you deserve to know.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,3,2021,46912,False,False
xBloom,2021-01-01,https://xbloom.com/,"Walnut Creek, California, United States","Apps, Food and Beverage, Hardware, Software","Coffee, Consumer Applications, Hardware",129779.0,"Inspired by talented growers, roasters, baristas and coffee shop owners from around the world, xBloom is on a mission to let everyone easily experience the delicate complexity and enjoyment of specialty coffee at home. Every day, incredible baristas and roasters offer one-of-a-kind ways to brew their beans through the xBloom high-performance coffee machine and marketplace. Coffee drinkers can engage with the unique histories and stories and authentically connect to every person behind their morning cup. Learn more at www.xbloom.com.",11-50,1.0,Seed,2022-09-15,15000000.0,Seed,15000000.0,,11-50,Private,,,,,,0,3,2021,16479,False,False
Apex Wealth Management,2019-01-01,https://www.apexwealthmanagement.com,"Orlando, Florida, United States","Community and Lifestyle, Financial Services, Other, Professional Services","Financial Services, Retirement, Risk Management",2772643.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,86463,False,False
The Palatable Company (Closed),2018-10-01,https://www.palatable.ai,"Austin, Texas, United States","Advertising, Apps, Commerce and Shopping, Food and Beverage, Sales and Marketing, Software","Advertising, Apps, Consumer Reviews, Food and Beverage, Restaurants",2295604.0,"Palatable was a food-tech software concept started by the founders of Axon Collective as an experiment and a training exercise to gain experience as actual founders in the Austin tech scene. It enabled a boots-on-the-ground approach to learning what technical challenges most startup founders face, and laid the foundation for their later success in software consulting.",1-10,0.0,,,0.0,,0.0,3.0,1-10,Private,,,,,,6,5,2018,78304,False,False
DeepBlue Healthcare,2019-01-01,https://deepbluehealthcare.com,"Lodi, California, United States","Health Care, Payments, Software","Billing, Health Care, Medical Device",2569712.0,"DeepBlue Healthcare offers unparalleled services to medical professional and institutes to optimize their process. Their services offered such as client relationship management, business intelligence reports, coding services, and more.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,83353,False,False
Prime Meals,2021-11-21,https://www.eatprimemeals.com/,"Pembroke Pines, Florida, United States","Food and Beverage, Transportation","Catering, Food and Beverage, Food Delivery",1096904.0,"Fresh, healthy, natural ingredients. The best-prepared meal delivery services. More than 50 different meal options change weekly. Flavors that will amaze you. Prime Meals is the result of years of experience providing outstanding subscription-based meal delivery services to residents in South Florida. We have hundreds of great, fine-tuned recipes and use industry-best cooking and preparation methods for our members to achieve a healthier lifestyle. We pride ourselves in achieving success through the success of our customers, with extraordinary customer care, the healthier lifestyle of our members, and exceptional client satisfaction.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,2,2021,54369,False,False
Aura Genetics,2022-01-01,https://www.auragenetics.com,"Youngstown, Ohio, United States","Data and Analytics, Design, Health Care","Health Diagnostics, Medical, Usability Testing",1310255.0,"Aura Genetics is a genetic diagnostic laboratory. They also offer PGx testing, molecular infectious disease, molecular diagnostic testing, and NGS testing services. The contact mode is by mail, phone, and physical address.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,2,2022,58405,False,False
Life Loyal Advisors,2021-01-01,https://www.lifeloyaladvisors.com,"Oak Brook, Illinois, United States","Financial Services, Professional Services","Finance, Risk Management, Wealth Management",1826904.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,3,2021,68686,False,False
Bennudata Inc,2022-11-01,https://bennudata.com,"New York, New York, United States","Other, Software","B2B, SaaS, Software",274134.0,"BennuData is a DR Orchestration platform that includes automated cloud discovery, AI-powered BCDR plan creation, and continuous recovery testing and plan updates. We are building a SaaS product that ensures predictable disaster recovery time for mid-sized and enterprise customers.",11-50,0.0,,,0.0,,0.0,3.0,11-50,Private,,,,,,6,1,2022,27284,False,False
Casetracks,2019-01-01,https://casetracks.com,"Atlanta, Georgia, United States","Apps, Information Technology, Mobile, Software","Information Services, Mobile Apps, Software",1970392.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,70725,False,False
Shultz Studios,2020-01-01,https://shultzstudios.tech,"Greentop, Missouri, United States","Apps, Internet Services, Mobile, Software","Mobile Apps, Software, Web Hosting",628770.0,,51-100,0.0,,,0.0,,0.0,,51-100,Private,,,,,,6,4,2020,42340,False,False
Fountain Hills Technologies,2021-01-01,https://fountainhillstech.com,"Fountain Hills, Arizona, United States","Information Technology, Privacy and Security, Professional Services","Consulting, Cyber Security, Information Technology",463405.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,3,2021,36501,False,False
PAC Protocol,2019-01-01,https://pacprotocol.com,"Cheyenne, Wyoming, United States","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software","Blockchain, Cryptocurrency",796626.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,47164,False,False
Suite Shots,2021-01-01,https://suiteshots.com,"Fargo, North Dakota, United States","Community and Lifestyle, Events, Media and Entertainment, Sports","Communities, Events, Golf, Sports",1355951.0,,51-100,0.0,,,0.0,,0.0,1.0,51-100,Private,,,,,,6,3,2021,59143,False,False
Campaign Wizard,2021-01-01,https://www.campaignwizard.io/,"San Diego, California, United States","Information Technology, Other, Sales and Marketing, Software","B2B, B2C, Email Marketing, Lead Generation, Sales Automation, Software",610776.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,3,2021,41756,False,False
The GKC Firm LLC,2020-02-13,https://www.ghostkitchens.com,"Philadelphia, Pennsylvania, United States",Other,Franchise,2672633.0,The GKC Firm is the overseas arm of Ghost Kitchens LLC. Providing kitchen adaptation of its franchise business model through third party operators in Bahrain. Currently Operating within the GCC with expansion expected in 2021 throughout MENA & Canada.,1-10,0.0,,,0.0,,0.0,4.0,1-10,Private,,,,,,6,4,2020,84849,False,False
Promethium Health Partners,2019-01-01,http://www.promethiumhealth.com,"Virginia, Nebraska, United States","Education, Professional Services","Consulting, Training",1317180.0,"Promethium Health Partners offers care coordination, medical management, advisory business development, and coordination for technology services. They provide medical management services such as utilisation management, mobile applications, clinician mobile apps, and home health. They also provide coordination for technology services, including clinical rule development, application dashboard development, interface strategies, and patient portal development. Their services include account management, exceptional customer service, business analysis, and health coaching.",101-250,0.0,,,0.0,,0.0,,101-250,Private,,,,,,6,5,2019,58243,False,False
MintWhale,2021-01-01,https://mintwhale.ai,"Los Angeles, California, United States","Blockchain and Cryptocurrency, Financial Services, Payments, Software","Cryptocurrency, Insurance",696282.0,,11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,3,2021,44350,False,False
Coach,2020-01-01,https://getcoach.io,"Boulder, Colorado, United States","Apps, Education, Media and Entertainment, Mobile, Software, Sports, Video","Mobile Apps, Personal Development, Sports, Training, Video",118335.0,"Coach helps you create a vision, achieve goals through a framework of daily routines, and transform stress into a productive tool.",1-10,1.0,Seed,2022-08-29,200000.0,Pre-Seed,200000.0,,1-10,Private,,,,,,0,4,2020,15289,False,False
Quality Care Metrics,2019-01-01,https://qcm.ai,"Las Vegas, Nevada, United States","Data and Analytics, Health Care","Analytics, Health Care, Wellness",3011316.0,"Quality Care Metrics offers improves patient care, mitigates risk, and increases revenue. They present deep empathy and provide reporting accuracy, resulting in a non-biased, objective, data-driven approach to analyzing the mental health impact on patients’ physical symptoms for their health and wellness. They provide benefits, improving patient transparency, empowering patients to use their health data, enhancing physician-patient engagement, promoting patient-physician trust, increasing patient satisfaction, enhancing deep empathy, customizing reporting and analysis in an intuitive dashboard, improving diagnostic accuracy, and more.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,0.0,1.0,,6,5,2019,88987,False,False
Hydrodex,2018-04-01,http://www.hydrodex.com,"Los Angeles, California, United States","Manufacturing, Natural Resources, Sustainability","Manufacturing, Water, Water Purification",2331940.0,"Hydrodex is a USA based ISO 9001:2015 certified global water filtration products manufacturer. Our different line of products are designed by certified water treatment professionals in USA and manufactured by trained and skilled engineers and technicians. Our main products are industrial water filters including FRP cartridge filter, filter cartridges (Melt-blown a.k.a Spun PP, String Wound and Pleated cartridges) and media filters including and not limited to Ion Exchange, Granular Activated Carbon, Multimedia and Sand filter. Of the key features that make Hydrodex stands out among its competitors is the team of professionals starting from our technical sales representatives, our R&D department and our after-sales support. Hydrodex is working hard every day on exploring new ideas, integrating and implementing new technologies and discoveries into our products.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2018,79298,False,False
ReKonnection,2021-01-01,https://www.rekonnection.com,"Richardson, Texas, United States",Real Estate,Real Estate,1883200.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,3,2021,70633,False,False
Xgreen,2021-01-01,https://xgreen.app,"Orlando, Florida, United States","Administrative Services, Other, Real Estate","Commercial, Facilities Support Services, Janitorial Service, Residential",704365.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,3,2021,44592,False,False
Eden Data,2021-01-01,https://edendata.com,"Austin, Texas, United States","Information Technology, Privacy and Security, Professional Services","Compliance, Cyber Security, Information Technology",181439.0,"Eden Data is a cybersecurity consulting firm founded by former 'Big 4' leaders that were inspired by the way emerging startups were transforming their industries and wanted to do the same. We took a modern approach to our business model, offering no contract, subscription based services designed in three tiers to meet the needs of any size organization. In doing so, we eliminated the traditional consulting approach of a service-based model that acts as a pricey barrier to entry. Our core belief is that startups should have a security program that can match their disruption and ingenuity- therefore we build cloud centric security programs with a focus on automation to provide the agility and scalability necessary for a startup's success now and in the future.  1. World class cyber security leadership should not be exclusively available to large enterprises. 2. Startups should have a security program that can match their disruption and ingenuity.  3. Startups are our focus, not our pipeline fillers.",11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,3,2021,20733,False,False
Brooklyn Capital,2020-01-01,https://www.brooklyncapital.com,"Brooklyn, New York, United States","Financial Services, Other","Finance, Financial Services, Professional Services",439166.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,35567,False,False
GioTek,2020-01-01,https://giotekllc.com,"Newport, Minnesota, United States","Health Care, Manufacturing","Industrial, Manufacturing, Medical Device",2706330.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,84351,False,False
RVA Wealth Management,2019-01-01,https://www.rvawealthmanagement.com,"Glen Allen, Virginia, United States","Community and Lifestyle, Financial Services, Other","Finance, Financial Services, Retirement, Wealth Management",2135618.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,74287,False,False
Jovi,2021-01-01,https://meetjovi.com,"Rexburg, Idaho, United States","Commerce and Shopping, Health Care","E-Commerce, Wellness",870844.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,3,2021,49142,False,False
Descartes & Mauss,2021-01-01,https://descartesmauss.ai,"New York, New York, United States","Artificial Intelligence (AI), Data and Analytics, Information Technology, Professional Services, Science and Engineering, Software","Artificial Intelligence (AI), Consulting, Information Technology",352150.0,"Descartes & Mauss operates in the artificial intelligence, consulting, and information technology industries. The company offers an AI-powered platform designed to build future-proof long-term strategies. It specializes in systemic modeling and combines advanced data modeling capabilities with a creative methodology. The platform is used to identify future trends that will shape the market 3-5 years from now. Descartes & Mauss also provides growth consulting services, leveraging its AI capabilities to reinvent strategy making under uncertainty.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,3,2021,31583,False,False
Deeper Network,2019-01-01,https://deeper.network,"Santa Clara, California, United States","Blockchain and Cryptocurrency, Consumer Electronics, Hardware, Information Technology, Other, Privacy and Security","Blockchain, Computer, Network Security",161309.0,"Deeper Network is a customer service-focused company. We pride ourselves on providing excellent customer service to our customers, who trust us to keep their data safe and secure. If you are having any issues with your Deeper Network account or need assistance with any aspect of your Deeper Network subscription.",11-50,1.0,Seed,2020-01-20,0.0,Seed,0.0,1.0,11-50,Private,,,0.0,1.0,,2,5,2019,19200,False,False
Southwest Enviromental Testing,2021-01-01,https://www.swetinc.com,"Phoenix, Arizona, United States","Manufacturing, Professional Services, Sustainability","Environmental Consulting, Manufacturing, Waste Management",1816730.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,3,2021,68859,False,False
Videogames and Esports Foundation,2018-12-20,https://www.vef.gg,"Olathe, Kansas, United States","Education, Other, Social Impact","Education, Non Profit, Service Industry",2582653.0,"The VEF strives to create an inclusive, safe, and aspirational network of gaming communities for all. We provide grants/financial assistance to disenfranchised students and schools and scholarships to students through gaming and esports clubs in schools .",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,5,2018,83137,False,False
Paygo Media,2020-01-01,https://paygo.media,"Manhattan, New York, United States","Content and Publishing, Media and Entertainment, Sales and Marketing","Content, Content Marketing, Journalism",1718750.0,Paygo Media is a platform for creators to publish content and utilize the micropayments paywall to monetize and support their work.,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,66154,False,False
Lee Mandel Consulting,2020-01-01,https://leemandel.com,"Miami, Florida, United States",Professional Services,"Business Development, Consulting, Management Consulting",2489524.0,"Lee Mandel Consulting is a consulting and public speaking services that specializes in security, entrepreneurship, investing, and more.  It was founded in 2021 and is located in Miami, Florida.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2020,81461,False,False
Entheo Digital,2021-06-01,https://entheo.digital/,"Austin, Texas, United States","Health Care, Software","Health Care, Software",86411.0,"Driving Innovation at the Intersection of VR, Data, and Mental Health",1-10,3.0,Seed,2022-10-01,0.0,Seed,1000000.0,,1-10,Private,,,,,,1,2,2021,11614,False,False
Human Voice Over,2022-08-20,https://humanvoiceover.com,"New York, New York, United States","Internet Services, Media and Entertainment, Professional Services","Media and Entertainment, Social Media, Translation Service",514463.0,"Human Voice Over is closing the gap between social media teams and professional localization studios in 30+ countries. Based in New York City, Human Voice Over manages and connects both YouTube Creators and Agencies with localization studios from different parts of the globe. Our team of professional voice actors and translators include the following languages: Albanian, Arabic, Bengali, Bosnian, Bulgarian, Burmese, Catalan, Czech, Chinese, Croatian, Danish, Dutch, English (USA, UK), Finnish, French, German, Greek, Hebrew, Hindi, Hungarian, Icelandic, Indonesian, Italian, Japanese, Korean, Latvian, Lithuanian, Macedonian, Malay, Norwegian, Polish, Portuguese, Romanian, Russian, Serbian, Slovak, Slovenian, Spanish, Swedish, Thai, Turkish, Ukrainian, Vietnamese.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,1,2022,38463,False,False
Navatechs,2022-06-01,https://www.navatechs.com/,"Rockaway, New Jersey, United States",Information Technology,"Information Technology, IT Infrastructure, Management Information Systems",1304892.0,"Navatechs is a Managed Service Provider (MSP) that designs, implements and manages IT infrastructure services for organizations of all sizes. Founded in 2022, Navatechs is a 24/7, US-based team. With offices in the Rockaway, New Jersey area, Navatechs has clients throughout the United States.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,1,2022,58518,False,False
Day Trippers Travel Inc.,2019-08-16,https://www.daytrippers.travel,"Miami, Florida, United States","Commerce and Shopping, Travel and Tourism","Marketplace, Travel",856547.0,"Day Trippers is the world’s first community led marketplace for experiences featuring over 100,000 activities worldwide.   Designed for real time in-destination discovery and booking every feed is unique based on location, interests, community and more.  Our product design incorporates a next-generation social layer transforming the travel experience through personalization and social connection.",1-10,1.0,Seed,2021-03-31,0.0,Seed,0.0,,1-10,Private,,,,,,2,4,2019,48775,False,False
TapRoot,2019-01-01,https://www.taprootella.com,"Phoenix, Arizona, United States","Health Care, Information Technology","Health Care, Information Technology, Personal Health",446410.0,"TapRoot is a technology company helping long-term care facilities improve care for cognitively impaired individuals. Founded in 2019, the company is based in Phoenix, Arizona.",1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,5,2019,35841,False,False
Secure One Properties,2019-01-01,https://www.secureonerent.com/,"Westlake Village, California, United States",Real Estate,"Construction, Property Management, Real Estate, Rental Property",936158.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,50767,False,False
Butler Logic,2020-01-01,https://butlerlogic.com,"Austin, Texas, United States",Information Technology,Information Technology,2398180.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2020,79767,False,False
ARGO Capital Advisors,2020-01-01,https://www.argocapitaladvisors.com/,"New York, New York, United States","Community and Lifestyle, Financial Services, Food and Beverage, Gaming, Health Care, Manufacturing, Science and Engineering, Sustainability, Transportation","Cannabis, CleanTech, Financial Services, FinTech, Food and Beverage, Gaming, Industrial, Logistics, Marine Technology, Transportation",530959.0,"ARGO Capital Advisors is a New York-based firm providing investment banking and strategic advisory services. ARGO helps companies launch, establish and develop themselves into successful and mature operations as well as guide the entrepreneurs through capital raises, funding rounds, recapitalizations, sales, or acquisition financing transactions. Our traditional client is not a large and well-established corporation; it is a private company, most likely founder-owned and operated, without a corporate development team or an extensive board of directors. Our job is to provide you with the necessary tools and guidance so you can avoid the common pitfalls when raising capital or structuring deals with a more sophisticated counterparty. Raising capital can be a daunting process, and even outright painful, if not done right. Our deep understanding of the industry, coupled with extensive relationships and years of investment banking experience allows us to position your business in a way that is attractive and familiar to equity partners and lenders alike. ARGO has also been heavily involved in secondary pre-IPO trades where we broker sales of private securities between funds, family offices, and asset managers that want liquidity while at the same time providing our investors access to attractive investment opportunities in hard-to-get, institutionally-backed companies with eventual exits via an IPO or a de-SPAC.",1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,4,2020,39071,False,False
Amira Labs,2021-12-24,https://amiralabs.com,"Miami, Florida, United States","Information Technology, Internet Services, Other, Professional Services, Science and Engineering, Software","Cloud Computing, Cloud Data Services, Cloud Management, Consulting, Information Technology, SaaS, Small and Medium Businesses, Software, Software Engineering",495407.0,"Our mission to catalyze startups with great technology to help solve the world's biggest challenges.  We provide cloud consulting services to startups, corporate ventures, and innovation accelerators.  We believe that with the right combination of technology, operations, and talent... even stagnant companies can transform themselves into industry leaders.",51-100,0.0,,,0.0,,0.0,2.0,51-100,Private,,,,,,6,2,2021,37726,False,False
Chiro Cat,2019-07-01,https://chirocat.com,"South Jordan, Utah, United States","Design, Health Care, Information Technology, Internet Services, Mobile, Software","Health Care, Information Technology, Internet, Medical, Mobile, SaaS, Software, Web Design, Web Development",127314.0,"Book It. Text It. See It. Chart It. Bill It. Send It. Love It. Chiro Cat is a chiropractic practice management / EHR SaaS platform. From appointment reminders, automatic soap notes, patient self-check-in, online reviews, and reporting, Chiro Cat has everything a chiropractor needs to run their practice.",11-50,1.0,Seed,2021-05-28,250000.0,Pre-Seed,250000.0,1.0,11-50,Private,,,,,,0,4,2019,16229,False,False
SurgiSTUD,2019-01-01,https://surgistud.com,"Paradise Valley, Arizona, United States","Health Care, Manufacturing","Health Care, Manufacturing, Medical Device",989213.0,"SurgiSTUD provides realistic surgical training through models that mimic real anatomies, pathologies, and procedural environments. They manufacture and sell surgical training and utility devices. They provide surgical training.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,0.0,1.0,,6,5,2019,52088,False,False
Helpful,2022-01-03,https://behelpful.com/,"Salt Lake City, Utah, United States","Commerce and Shopping, Content and Publishing, Data and Analytics, Design, Internet Services, Media and Entertainment, Real Estate, Video","Consumer Research, Consumer Reviews, Digital Media, Home Services, Internet, Publishing, TV",1450186.0,,11-50,0.0,,,0.0,,0.0,2.0,11-50,Private,,,,,,6,2,2022,62045,False,False
BYLTup,2022-03-28,https://www.byltup.com,"Long Beach, California, United States","Energy, Natural Resources, Real Estate, Sustainability","Construction, Solar",617153.0,"Roofing, solar and general contractor, licensed, bonded and insured in the state of California.",11-50,0.0,,,0.0,,0.0,2.0,11-50,Private,,,0.0,0.0,,6,1,2022,41973,False,False
Helimedic,2021-02-12,https://helimedic.us,"Houston, Texas, United States","Financial Services, Health Care","Emergency Medicine, Health Care, Health Insurance",865330.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,0.0,0.0,,6,3,2021,49004,False,False
Exaudi,2021-01-01,https://www.exaudi.org/,"Miami, Florida, United States","Content and Publishing, Media and Entertainment","Journalism, Media and Entertainment, News",2253539.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,3,2021,77375,False,False
Reyki AI,2022-01-15,https://www.reyki.ai,"Seattle, Washington, United States","Internet Services, Software","Cloud Computing, SaaS, Software",222252.0,Reyki AI helps companies save on cloud computing cost. You don't have to lift a finger. Just integrate your billing layer with Reyki AI. Our AI engine will continuously monitor your traffic and optimize the application of Reserved Instances and Savings Plans to maximize your savings every month.,1-10,2.0,Seed,2023-10-04,0.0,Pre-Seed,0.0,2.0,1-10,Private,,,,,,2,2,2022,23849,False,False
Enclave Digital Development Company,2019-02-01,https://enclaveapp.com,"Lewes, Delaware, United States","Apps, Consumer Goods, Information Technology, Mobile, Software","Apps, Beauty, Information Technology, Mobile Apps",205098.0,"Enclave Digital Development is a company that develops, deploys, and markets established business models in LATAM.",1-10,1.0,Seed,2019-03-01,100000.0,Pre-Seed,100000.0,1.0,1-10,Private,,,,,,0,5,2019,22522,False,False
Sandora Inc,2019-09-15,https://sandora.co,"San Jose, California, United States",Real Estate,Real Estate,761563.0,"Sandora is a startup based in San Jose, CA. We are currently operating in Silicon Valley and the broader San Francisco Bay Area. Sandora is a seamless rental platform for tenants and landlords. Our mission is to make renting as easy as getting a rideshare. We create an end-to-end solution that makes rental activities simple and effortless for renters and landlords throughout their home renting life cycles.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2019,46196,False,False
Mission Robotics,2020-01-01,https://missionrobotics.us/,"Union City, California, United States","Hardware, Science and Engineering, Software","Marine Technology, Robotics",451637.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,36062,False,False
Avid Core,2020-01-01,https://www.avid-core.com/,"Woodbridge, Virginia, United States","Media and Entertainment, Professional Services, Sales and Marketing","Advice, Consulting, Public Relations",1328416.0,"Avid Core offers strategic communications, project management, public outreach, and innovative communications and marketing techniques. Virginia Quiambao and Amanda Roberts founded Avid Core in 2020 in Woodbridge, Virginia.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,59705,False,False
Eikonoklastes Therapeutics,2019-01-01,https://eikonoklastes.com,"Cincinnati, Ohio, United States","Biotechnology, Health Care, Science and Engineering","Biopharma, Biotechnology, Life Science",60855.0,"Eikonoklastes Therapeutics is developing a pipeline of disruptive new therapies that we can rapidly and relatively inexpensively advance from preclinical stage to clinical proof-of-concept and approval. We have now acquired our first two assets to treat devastating diseases that currently are severely inadequately treated. Our focus is on novel compounds that: 1) have platform capability where one molecule can treat multiple diseases with severe unmet clinical need, 2) will get preferred regulatory treatment due to the high unmet need and breakthrough potential, and 3) need relatively small clinical trials to achieve approval. Our 1st in class gene therapy (ET-101) has been engineered to overexpress Caveolin-1, which organizes & regulates synaptic receptors essential for neuromuscular signaling and function. It can treat a wide range of neurodegenerative diseases through precise, targeted overexpression of Caveolin-1 in neurons . We are also advancing a new generation of tissue factor (TF) therapies (ET-201) – therapeutics designed to target the cell surface receptor now known to be prevalent on solid tumor cells, tumor vasculature, and tumor stem cells, but absent on normal cells. By targeting these proteins which play a central role in the pathology of inflammation and angiogenesis, we can stop tumor growth, spread, and recurrence. Our first indications are neurodegenerative diseases and cancers with high unmet need and high mortality (e.g. ALS and triple negative breast cancer). A robust pipeline of additional indications (e.g. Alzheimer’s, Parkinson’s, etc. for ET-101; ovarian cancer, melanoma, etc. for ET-201) with severely inadequate treatment options will subsequently be pursued with these therapeutics.",1-10,2.0,Early Stage Venture,2021-05-06,3176754.0,Series A,5976754.0,2.0,1-10,Private,,,0.0,0.0,,0,5,2019,8281,False,False
Pittsburgh Design & Engineering Services LLC,2019-01-16,https://www.pittdes.com,"Pittsburgh, Pennsylvania, United States",Science and Engineering,Civil Engineering,2207374.0,"Dependable Structural Engineer to assist with all of your residential, commercial and industrial engineering needs. Licensed and Registered Professional Engineer. PittDES, Pittsburgh Design & Engineering Services was established to assist home owners, real estate agents, investors, and developers to make their experience buying, selling, remodeling, investing, or flipping smoother by providing them with reliable structural engineering services when it is needed. We offer structural engineering evaluations of structural members (Joists, beams, columns, and foundations) either verbally or with written reports, and we provide design for any structural modification needed with stamped drawings for permitting i.e. remove a bearing wall and replace with a structural beam (LVL). We also offer design assist services, and engineering review of your construction drawings.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,74726,False,False
Veda Warrior,2019-01-01,https://vedawarrior.com,"New York, New York, United States","Commerce and Shopping, Food and Beverage, Health Care","Dietary Supplements, E-Commerce, Retail",1529425.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,5,2019,63643,False,False
PayTile,2020-01-01,https://paytile.com/,"Cincinnati, Ohio, United States","Apps, Financial Services, Mobile, Payments, Software","Financial Services, Mobile Apps, Payments",485677.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,3.0,2.0,Computing; Calculating,6,4,2020,37368,False,False
THC Essentials,2020-01-01,https://thcessentials.com,"Wausau, Wisconsin, United States","Commerce and Shopping, Community and Lifestyle, Food and Beverage, Health Care","Cannabis, Food and Beverage, Wholesale",1549605.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,63220,False,False
Gigus,2019-01-01,https://gigus.com,"Middletown, Delaware, United States","Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software","Artificial Intelligence (AI), Information Technology, Software, Web Development",2167275.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,75422,False,False
Summit Edge Builders,2020-01-01,https://www.summitedgebuilders.com,"Erie, Colorado, United States",Real Estate,"Construction, Home Renovation, Residential",1177173.0,"Summit Edge Builders handles builders and provides home construction offers, and the uniter housing units contract with the contractor for the development and construction of modular and manufactured homes. They offer personalized initial home consultations. They offer to provide the design for using the design-build method for home construction. They handle building design, construction, and installation.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,55469,False,False
